tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
143997,-9.28241,250.72963,10.950623,-1273.8093,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143998,-9.409103,250.01334,11.710739,-1273.2068,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143999,-9.567383,249.37875,12.788086,-1272.4672,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144000,-9.567383,248.79913,13.29483,-1271.6351,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144001,-9.345581,248.14537,13.580139,-1270.8263,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144002,-9.1553955,247.43475,13.643311,-1270.0383,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144003,-9.092224,246.54718,13.643311,-1269.4194,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144004,-9.060638,245.5429,13.643311,-1268.9633,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144005,-8.96553,244.46349,13.611725,-1268.6497,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144006,-8.77533,243.33722,13.4530945,-1268.4432,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144007,-8.617065,242.17976,13.358337,-1268.2659,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144008,-8.553543,241.01996,13.231659,-1267.9902,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144009,-8.331757,239.86244,12.851257,-1267.6445,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
144010,-8.141907,238.698,12.534363,-1267.2515,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
